S860;S840;S844;S848;S830a;S830b;S830c;S890;D802_806sb;D802_806rb;D802_806sc;D802_806rc;D808_810sb;D808_810rb;D818_820sa;D818_820ra;D820_822sa;D820_822ra;D816_824sb;D816_824rb;D824_826sb;D824_826rb;D824_828sc;D824_828rc;D828_830sa;D828_830ra;D854_856sb;D854_856rb;D832_858sa;D832_858ra;D832_858sb;D832_858rb;D832_858sc;D832_858rc;D858_864sb;D858_864rb;D858_834sa;D858_834ra;D858_834sb;D858_834rb;D858_834sc;D858_834rc;D834_860sa;D834_860ra;D834_860sb;D834_860rb;D834_860sc;D834_860rc;D860_836sa;D860_836ra;D860_836sb;D860_836rb;D860_836sc;D860_836rc;D836_840sa;D836_840ra;D836_840sb;D836_840rb;D862_838sb;D862_838rb;D842_844sa;D842_844ra;D844_846sb;D844_846rb;D844_846sc;D844_846rc;D846_848sb;D846_848rb
3511.739656;663.5566774;3874.977766;5025.783353;5425.574232;2504.907302;2464.912552;1061.754303;1184.918027;2064.516969;2002.922972;3766.534764;2675.858986;2938.81484;1695.734505;1790.540691;4669.677603;4324.101817;3010.390439;1138.902066;1667.792055;1935.436925;128.9691855;2979.16864;2159.74321;616.4701082;3626.150154;2406.450553;4922.689852;1061.685346;5066.34044;5033.851186;2040.83213;11051.07946;1137.571801;10308.82979;14694.88415;2149.168619;6238.960414;4551.40344;4320.196501;1759.921367;2452.363324;515.8916825;358.0320586;999.3857274;4017.35608;3911.656468;250.6815978;4777.173515;1790.654145;693.7028104;3740.177008;6803.000682;925.8563266;9636.977793;8923.470583;3328.819605;532.5852016;1858.266044;3821.754534;6444.601913;3041.214058;266.0319509;1929.734265;2380.181271;3845.92619;1935.702392
3658.621999;861.9966581;4267.732913;5410.52608;6665.892012;2458.047444;2609.55066;1309.933043;1324.87575;2271.912947;2149.039079;4167.087346;2799.021749;3323.332855;1767.004692;2417.106185;4704.267414;4356.122336;3696.773991;1233.40497;1942.08968;2129.796075;141.8624107;3750.216691;2346.600441;768.2276241;3771.742714;2607.585467;6241.979083;2002.05412;5145.725333;5540.545644;2339.191971;12349.69787;1230.644358;11332.5302;16387.56247;2325.263078;8581.818316;4809.251431;4809.873452;2469.74484;3274.30263;912.8148379;598.759687;1185.56648;4436.261552;5033.707851;269.1842243;5374.915597;1956.387197;806.8314383;4229.670703;6992.799559;1154.420073;10623.81511;9837.255347;3986.074399;716.0404424;2091.357105;4277.119214;7433.144847;3181.602739;299.8666174;2118.579218;2785.800543;5593.700785;2591.427041
3803.789719;1058.203245;4656.042823;5793.187556;7887.696886;2411.653267;2753.639882;1554.960661;1462.912864;2477.066945;2293.541455;4563.675566;2920.792067;3703.257217;1837.346246;3035.721285;4738.681638;4387.980258;4375.143769;1327.109549;2213.398444;2321.999675;154.6037153;4513.023566;2531.685714;918.5599558;3916.220088;2806.0891;7546.467072;2931.789751;5227.199131;6040.926645;2632.607234;13631.39416;1322.718426;12345.97188;18059.82914;2499.209219;10898.4712;5063.988524;5294.511305;3167.372525;4083.3939;1303.800939;836.8784552;1369.337283;4850.265804;6144.549067;287.328908;5965.794812;2120.278062;918.8117014;4713.797773;7180.194829;1380.398659;11598.37147;10739.66847;4636.199571;897.2357617;2322.098199;4727.704187;8413.56982;3320.340667;333.3067151;2305.645551;3186.295819;7321.172191;3239.196205
3946.385501;1251.059742;5037.684877;6172.727156;9081.732402;2365.95761;2896.905773;1795.261593;1598.069065;2678.857972;2435.623235;4954.317243;3040.473716;4076.291101;1906.294848;3642.410793;4772.832484;4419.594283;5041.492887;1419.616641;2480.223919;2510.969951;167.1171389;5263.468674;2714.113051;1066.754511;4059.024681;3000.645815;8828.753198;3845.575666;5311.806286;6531.837462;2918.605629;14887.70728;1413.294759;13344.02545;19701.47833;2669.932881;13175.81654;5314.059268;5771.590511;3846.706529;4873.213118;1685.881458;1071.083933;1549.493161;5256.918229;7238.575031;304.9366776;6546.379726;2281.405648;1029.069417;5189.874905;7363.984686;1602.499504;12554.50641;11625.02414;5275.630311;1075.041199;2549.314343;5171.1196;9381.817855;3456.602465;366.1549596;2490.043952;3579.1051;9018.188815;3875.032142
4085.552035;1439.449453;5410.436455;6548.104253;10238.74211;2321.193313;3039.073891;2029.260279;1729.384049;2876.165038;2574.477554;5337.030195;3157.370473;4440.13768;1973.386182;4233.199513;4806.632157;4450.883114;5691.814458;1510.527082;2741.071673;2695.629128;179.3267211;5997.431429;2892.996472;1212.098697;4199.598901;3189.93997;10081.43684;4738.095294;5400.591251;7010.121366;3194.714867;16110.17617;1501.874114;14321.56155;21302.30422;2836.359905;15400.75185;5557.908216;6238.59152;4501.648959;5637.336266;2056.087869;1300.07169;1724.82914;5653.768216;8310.180659;321.8285618;7113.238907;2438.848861;1137.030403;5655.218786;7542.967328;1819.430029;13486.07943;12487.63653;5900.801808;1248.326793;2771.830553;5604.975598;10333.82997;3589.562757;398.2140665;2670.88511;3961.666387;10674.59906;4494.957107
4220.432008;1622.255679;5772.074941;6918.278223;11349.46955;2277.593217;3179.869793;2255.381156;1855.897512;3067.867153;2709.297546;5709.832241;3270.786117;4792.50013;2038.15593;4804.112248;4839.992866;4481.765451;6322.101596;1599.441712;2994.447277;2874.899431;191.1565017;6710.79124;3067.45;1353.879923;4337.385154;3372.655926;11297.11738;5604.032064;5494.598479;7472.621629;3458.462659;17290.33978;1587.957245;15273.45079;22852.10099;2997.416133;17560.17459;5793.979917;6692.994784;5126.101919;6369.339326;2411.451643;1522.537297;1894.140245;6038.365157;9353.760867;337.825589;7662.940921;2591.686609;1242.120477;6107.146103;7715.94095;2029.897653;14386.95008;13321.81983;6508.14925;1415.962583;2988.471848;6026.882328;11265.54719;3718.396167;429.2867514;2847.279714;4331.417683;12280.25133;5094.99336
4350.168107;1798.361726;6120.377713;7282.20844;12404.65828;2235.390162;3319.019034;2472.048664;1976.649149;3252.843327;2839.276346;6070.7412;3380.024423;5131.081622;2100.139776;5351.173801;4872.826818;4512.159996;6928.347413;1685.961366;3238.856301;3047.703086;202.5305204;7399.42752;3236.587654;1491.385595;4471.825846;3547.478043;12468.39419;6438.069402;5594.872422;7916.181523;3707.376716;18419.73704;1671.044908;16194.56383;24340.6628;3152.027404;19640.98228;6020.718922;7132.280753;5713.967517;7062.79828;2749.004254;1737.176322;2056.221501;6408.258443;10363.71057;352.7487881;8192.054334;2738.997797;1343.765457;6542.973544;7881.703748;2232.609796;15250.97786;14121.88821;7094.107827;1576.818609;3198.063242;6434.449936;12172.91052;3842.277317;459.1757299;3018.338455;4685.796989;13824.99404;5671.163156
4473.903021;1966.650895;6453.122155;7638.854278;13395.05184;2194.816987;3456.247172;2677.687239;2090.678656;3429.972569;2963.607089;6417.774891;3484.38917;5453.585332;2158.873402;5870.408973;4905.046219;4541.98545;7506.545023;1769.686882;3472.804315;3212.962317;213.3728168;8059.21968;3399.523456;1623.903122;4602.363385;3713.090681;13587.86665;7234.890739;5702.457532;8337.64432;3938.984749;19489.90691;1750.637858;17079.77127;25757.78384;3299.119558;21630.07238;6236.569782;7553.929878;6259.147859;7711.28911;3065.777175;1942.684337;2209.867933;6760.997463;11334.42469;366.4191875;8697.147712;2879.861333;1441.39116;6960.017796;8039.053919;2426.273878;16072.02231;14882.15585;7655.112728;1729.764909;3399.429753;6825.28857;13051.861;3960.380832;487.6837177;3183.172021;5022.242307;15298.67559;6219.488754
4590.779437;2126.006491;6768.085646;7987.175112;14311.39377;2156.106534;3591.279763;2870.721322;2197.025728;3598.133889;3081.48291;6748.951132;3583.184133;5757.714434;2213.892491;6357.842569;4936.563276;4571.160515;8052.687538;1850.219099;3694.796888;3369.59935;223.6074306;8686.047131;3555.371428;1750.719912;4728.440176;3868.178201;14648.13414;7989.179501;5818.398262;8733.853291;4150.814468;20492.38832;1826.236851;17923.94377;27093.25828;3437.618437;23514.34239;6439.977048;7955.42261;6755.54505;8308.387801;3358.801878;2137.75691;2353.874566;7094.131608;12260.29813;378.657816;9174.789624;3013.356124;1534.423403;7355.595547;8186.789657;2609.597318;16843.94294;15596.93695;8187.599143;1873.671523;3591.396397;7197.008374;13898.33964;4071.881334;514.6134302;3340.891102;5338.191638;16691.14438;6735.992411
4699.940044;2275.311816;7063.045569;8326.130317;15144.42763;2119.491641;3723.842364;3049.575349;2294.730062;3756.206298;3192.096942;7062.287744;3675.713092;6041.1721;2264.732727;6809.499392;4967.290197;4599.603892;8562.768073;1927.158853;3903.339591;3516.53641;233.1584014;9275.789286;3703.24559;1871.123371;4849.498626;4011.424962;15641.79605;8695.619118;5943.739064;9101.651708;4340.393584;21418.72021;1897.342642;18721.95193;28336.88028;3566.449882;25280.68981;6629.38527;8334.2394;7197.061198;8847.670332;3625.109836;2321.089613;2487.036425;7405.210271;13135.72582;389.2857022;9621.548634;3138.561077;1622.288004;7727.023483;8323.70916;2781.287537;17560.59929;16260.54567;8688.00226;2007.408491;3772.788192;7547.219497;14708.28746;4175.953447;539.7675831;3490.606387;5631.082984;17992.24883;7216.696384
4800.527528;2413.450174;7335.779305;8654.679266;15884.89697;2085.20515;3853.660532;3212.673759;2382.831353;3903.068804;3294.642321;7355.802543;3761.279821;6301.661506;2310.929792;7221.404243;4997.139188;4627.234282;9032.779741;2000.106982;4096.937994;3652.695722;241.949769;9824.325554;3842.259964;1984.40091;4964.981143;4141.515325;16561.45174;9348.893017;6079.524392;9437.882843;4505.249808;22260.44154;1963.455986;19468.66641;29478.44403;3684.539732;26916.01211;6803.238999;8687.860699;7577.598409;9322.712688;3861.732522;2491.378013;2608.148536;7691.78284;13955.10267;398.1238747;10033.99331;3254.555097;1704.410781;8071.618291;8448.610623;2940.051953;18215.85087;16867.29619;9152.757268;2129.845851;3942.430153;7873.532084;15477.64549;4271.771794;562.9488921;3631.428565;5898.354347;19191.83733;7657.622931
4891.684578;2539.304868;7584.064235;8971.781334;16523.54533;2053.4799;3980.459822;3358.440991;2460.369296;4037.600417;3388.312182;7627.513349;3839.1881;6536.885825;2352.019369;7589.581927;5026.022457;4653.970386;9458.715654;2068.664324;4274.097666;3776.999512;249.9055729;10327.53535;3971.528571;2089.839934;5074.330132;4257.13365;17399.70061;9943.684626;6226.798696;9739.389968;4642.910851;23009.09124;2024.077639;20158.95782;30507.74371;3790.813828;28407.2068;6959.982786;9013.766958;7891.058788;9727.09085;4065.701408;2647.317683;2716.005924;7951.398706;14712.8236;404.993362;10408.69222;3360.417093;1780.217552;8386.69666;8560.292243;3084.597988;18803.55721;17411.50271;9578.299357;2239.853643;4099.147298;8173.556281;16202.35473;4358.511;583.9600726;3762.468326;6137.443728;20279.75829;8054.794308
4972.553881;2651.759201;7805.67774;9276.395897;17051.11625;2024.548732;4103.965793;3485.301483;2526.383588;4158.680148;3472.299659;7875.437982;3908.741705;6744.548231;2387.53714;7910.057246;5053.852211;4679.730907;9836.568926;2132.431716;4433.324178;3888.370005;256.949853;10781.29808;4090.165432;2186.727852;5176.988;4356.964298;18149.14202;10474.67737;6386.606431;10003.01635;4750.904423;23656.20825;2078.708355;20787.69681;31414.57348;3884.198011;29741.17134;7098.061181;9309.438627;8131.344442;10054.3808;4234.047968;2787.60419;2809.403614;8181.607262;15403.28352;409.715193;10742.21392;3455.225971;1849.134134;8669.575276;8657.552215;3213.633061;19317.57783;17887.4794;9961.063716;2336.301905;4241.764643;8444.902235;16878.35622;4435.345687;602.6038404;3882.83636;6345.78913;21245.86012;8404.232774
5042.278126;2749.696478;7998.397201;9567.482327;17458.3533;1998.644485;4223.904;3591.679673;2579.913924;4265.187005;3545.797887;8097.594259;3969.244412;6922.351898;2417.01879;8178.855002;5080.540656;4704.434544;10162.33267;2191.009995;4573.123099;3985.729426;263.0066488;11181.49316;4197.284568;2274.352071;5272.397154;4439.691628;18802.37536;10936.55469;6559.992048;10225.60527;4826.758236;24193.33152;2126.84889;21349.75399;32188.72752;3963.618122;30904.80325;7215.918736;9572.356157;8292.357477;10298.15852;4363.803675;2910.933106;2887.136631;8379.957896;16020.87735;412.1103961;11031.127;3538.060638;1910.586344;8917.570827;8739.188735;3325.864592;19751.77225;18289.54043;10297.48553;2418.060678;4369.107205;8685.180093;17501.59097;4501.45048;618.682911;3991.643354;6520.828553;22079.99122;8701.960586
5100;2832;8160;9844;17736;1976;4340;3676;2620;4356;3608;8292;4020;7068;2440;8392;5106;4728;10432;2244;4692;4068;268;11524;4292;2352;5360;4504;19352;11324;6748;10404;4868;24612;2168;21840;32820;4028;31885;7312;9800;8368;10452;4452;3016;2948;8544;16560;412;11272;3608;1964;9128;8804;3420;20100;18612;10584;2484;4480;8892;18068;4556;632;4088;6660;22772;8944
5145.194466;2897.990657;8289.073396;10104.86092;17878.86881;1956.782388;4451.94446;3737.308389;2646.178408;4430.413946;3658.380962;8457.295797;4060.591283;7180.048981;2456.21766;8547.025868;5130.106095;4750.312311;10643.0844;2291.11847;4789.030436;4134.450468;271.8730178;11806.15786;4373.700173;2419.116972;5439.341427;4549.02897;19793.4435;11633.75997;6950.792657;10536.32438;4873.327197;24907.08064;2201.831018;22254.98121;33302.09641;4076.674017;32673.40989;7385.262011;9990.817562;8354.786381;10512.23471;4496.997833;3101.984724;2991.274314;8672.16913;17016.91933;409.2880047;11462.61071;3664.471613;2008.97688;9299.220128;8851.206157;3495.209656;20358.33041;18851.2184;10818.34223;2533.398094;4573.67977;9063.681365;18574.2565;4598.460916;642.4377741;4171.275778;6761.817248;23315.79461;9127.914277
5178.665587;2948.73968;8387.44416;10348.78758;17898.04776;1940.895843;4559.288486;3777.136717;2659.973329;4489.386879;3697.543048;8594.613338;4091.717226;7260.468368;2466.213482;8647.501543;5152.589371;4771.121858;10799.18082;2332.54576;4865.569904;4185.735633;274.6450989;12031.14539;4442.871224;2475.780022;5510.376254;4575.738876;20133.44613;11870.83423;7165.004062;10625.82459;4846.11639;25086.75249;2228.685588;22597.94695;33644.36746;4110.588661;33280.68445;7436.711752;10147.12408;8259.680046;10486.20614;4502.475728;3170.004257;3018.182435;8766.445499;17395.39493;404.2102958;11605.57376;3708.297629;2045.822603;9433.751129;8881.715164;3552.515733;20531.67206;19011.74038;11003.44701;2567.165913;4651.03015;9201.380638;19019.96231;4629.468066;650.1987042;4241.875338;6829.09718;23721.52216;9257.430683
5201.549703;2985.755887;8457.748942;10574.45511;17808.69379;1928.178833;4661.548296;3797.638348;2663.40584;4534.292638;3726.370363;8705.707084;4114.355833;7312.080958;2470.730386;8698.504788;5173.143905;4790.145356;10905.40458;2368.578126;4923.54389;4222.856813;276.3547118;12203.60109;4500.273715;2522.224111;5573.16178;4585.545249;20381.57632;12042.28562;7386.386173;10677.02739;4790.913915;25162.5226;2249.075936;22873.82229;33860.07516;4131.096953;33722.22601;7467.86869;10272.20174;8092.256687;10384.01125;4473.441653;3221.659862;3030.432793;8829.695489;17701.05933;397.0857299;11704.71297;3740.648845;2075.018746;9535.153567;8896.856928;3593.403353;20627.14332;19100.15682;11143.54907;2586.622596;4713.346503;9306.963532;19405.45145;4649.948333;655.5652123;4300.462123;6865.732453;24003.38952;9337.817486
5214.983153;3010.548093;8502.624391;10780.53864;17625.96381;1918.469822;4758.240106;3800.966645;2658.497017;4566.505064;3745.747011;8792.331497;4129.485107;7337.709548;2470.511289;8705.113367;5191.463772;4807.099521;10966.87101;2399.511826;4964.877875;4246.815326;277.0403247;12328.16345;4546.668205;2558.6842;5627.755306;4579.863622;20547.40251;12155.17702;7610.690951;10694.45951;4712.266107;25145.89806;2263.514283;23087.5323;33962.48152;4139.551912;34013.4369;7480.252296;10369.33273;7862.091995;10215.74703;4414.903578;3258.5528;3029.733817;8864.785479;17939.54507;388.2331641;11763.85218;3762.696061;2097.04689;9606.988004;8897.96136;3619.357639;20651.86258;19123.05859;11242.88313;2593.087278;4761.92419;9382.295759;19731.05792;4660.8286;658.8197204;4347.699574;6875.615726;24175.60355;9374.342957
5220.102274;3024.625116;8524.707155;10965.7133;17365.01476;1911.607278;4848.880132;3789.274973;2647.267938;4587.397997;3756.557098;8856.241038;4138.08305;7340.176935;2466.299112;8672.405042;5207.243049;4821.701067;10988.69542;2425.643116;4991.497343;4258.612491;276.7404058;12409.47098;4582.815257;2585.395249;5674.214133;4560.109528;20640.49314;12216.57127;7833.670355;10682.64772;4614.7193;25048.3859;2272.512854;23244.00204;33964.84857;4137.306556;34169.71946;7475.382036;10441.79924;7578.76166;9991.510454;4331.869473;3282.284334;3017.793938;8874.581849;18116.48467;377.9714552;11786.81523;3775.610076;2112.388613;9652.815005;8886.358366;3631.863716;20612.94823;19087.03657;11305.68392;2587.879098;4798.058571;9429.243033;19997.11573;4663.03575;660.2446504;4384.251134;6862.639658;24252.3711;9372.275363
5218.043407;3029.495774;8526.633884;11128.65422;17041.00357;1907.429666;4932.984592;3764.716696;2631.73968;4598.345277;3759.684726;8899.190169;4141.127667;7322.305916;2458.836772;8605.457576;5220.17581;4833.666712;10975.99315;2447.268253;5005.327779;4259.249625;275.4934236;12452.16217;4609.47543;2602.592221;5712.59556;4527.698498;20670.41664;12233.53125;8051.076346;10646.11877;4502.81983;24881.49321;2276.583872;23348.15659;33880.43831;4125.713906;34206.47602;7454.777381;10492.88347;7251.841374;9721.398499;4229.347306;3294.455724;2996.321585;8861.950979;18237.51067;366.6194599;11777.42594;3780.561689;2121.525493;9676.195133;8863.377857;3632.406705;20517.51864;18998.68163;11336.18614;2572.317192;4823.045007;9449.671064;20203.9589;4657.496666;660.1224245;4410.780245;6830.696906;24247.89904;9336.882973
5209.942889;3026.668881;8511.041228;11268.03652;16669.08717;1905.775452;5010.069702;3729.445177;2613.933319;4600.720743;3756.014001;8922.93335;4139.596959;7286.919288;2448.867188;8509.348734;5229.956133;4842.71317;10933.87952;2464.683494;5008.294666;4249.728048;273.3378463;12460.87553;4627.409285;2610.510076;5742.956889;4484.046066;20646.74146;12213.1198;8258.660882;10589.39941;4381.114031;24656.72704;2276.239559;23404.921;33722.51277;4106.126981;34139.10891;7419.957798;10525.86761;6890.906827;9415.50814;4112.345047;3296.668233;2967.025189;8829.759248;18308.25559;354.4960352;11739.50816;3778.7217;2124.939109;9680.688952;8830.34974;3622.47173;20372.6922;18864.58465;11338.62453;2547.720697;4838.178859;9445.445565;20351.92143;4645.13823;658.7354646;4427.95035;6783.680129;24176.39423;9273.434056
5196.93706;3017.653257;8480.565835;11382.53533;16264.42249;1906.483102;5079.65168;3685.61378;2595.869934;4595.898236;3746.429027;8929.225044;4134.46893;7236.839849;2437.133279;8389.156277;5236.278091;4848.557158;10867.46984;2478.185096;5002.323486;4231.049078;270.3121421;12440.24954;4637.377384;2609.383774;5765.355419;4430.567763;20579.03603;12162.39978;8452.175924;10517.01639;4254.148239;24385.59445;2271.992141;23419.22036;33504.33396;4079.8988;33983.02046;7372.442757;10544.03383;6505.533711;9083.936356;3985.870667;3290.523123;2931.613177;8780.873036;18334.35197;341.9200379;11676.88571;3771.260908;2123.111041;9669.857025;8788.603925;3603.543915;20185.58729;18691.3365;11317.2338;2515.40875;4844.75549;9418.43225;20441.33733;4626.887324;656.3661926;4436.424889;6725.481985;24052.06353;9187.19688
5180.162259;3003.957717;8437.844355;11470.82577;15842.16646;1909.391082;5141.24674;3635.37587;2579.5706;4585.251596;3731.813908;8919.819711;4126.721583;7174.890395;2424.377965;8249.95797;5238.835763;4850.91539;10781.87944;2488.069316;4989.339724;4204.214032;266.4547795;12394.92271;4640.140287;2599.448277;5779.848451;4368.679123;20476.8688;12088.43406;8627.373432;10433.49647;4126.468788;24079.60251;2264.35384;23395.97973;33239.16389;4048.382383;33753.61302;7313.751726;10550.66434;6105.297717;8736.780123;3854.932133;3277.621655;2891.793982;8718.158724;18321.43233;329.2103249;11593.38243;3759.350112;2116.522866;9647.259916;8739.470321;3577.108381;19963.3223;18485.52804;11276.24868;2476.70049;4844.070258;9370.49683;20472.54062;4603.670832;653.2970307;4436.867306;6659.995132;23889.11381;9083.439716
5160.754823;2987.091078;8385.513437;11531.58299;15417.47601;1914.337859;5194.371102;3580.88481;2567.056395;4570.154662;3713.052748;8896.471813;4117.332922;7103.893723;2411.344163;8096.831576;5237.323223;4849.504583;10682.22365;2494.632411;4971.268863;4170.224229;261.8042267;12329.53354;4636.458555;2580.938545;5786.493285;4299.795677;20349.8082;11998.28549;8780.005365;10343.36639;4002.622013;23750.25828;2253.836879;23340.12418;32940.26458;4012.930748;33466.28891;7245.404174;10549.04133;5699.774536;8384.136418;3724.537415;3259.565091;2849.276031;8644.48269;18275.12922;316.685753;11492.82215;3744.16011;2105.656164;9616.458189;8684.278836;3544.650253;19713.01561;18253.75017;11219.90388;2432.915051;4837.418527;9303.505017;20445.86531;4576.415637;649.8104006;4429.941043;6591.11223;23701.75191;8967.43083
5139.851093;2968.562158;8326.209731;11563.48209;15005.50807;1921.161898;5238.54098;3524.293964;2560.348396;4551.981276;3691.029653;8860.935812;4107.280949;7026.672631;2398.774792;7934.854857;5231.434546;4844.041452;10573.61778;2498.170637;4950.036387;4130.080987;256.3989519;12248.72053;4627.092749;2554.089539;5785.347221;4225.332958;20207.42266;11899.01693;8905.823683;10251.1529;3887.154248;23409.06883;2240.953481;23256.57878;32620.89805;3974.896917;33136.45046;7168.919569;10542.44697;5298.539857;8036.102217;3599.694483;3237.954694;2805.767756;8562.711315;18201.07515;304.665179;11379.02871;3726.861703;2090.992513;9581.012407;8624.359378;3507.654653;19441.78559;18002.59374;11152.43413;2385.371573;4826.095656;9219.322524;20361.6454;4546.048621;646.1887246;4416.309542;6522.725935;23504.1847;8844.438493
5118.587407;2949.879774;8262.569884;11565.19822;14621.41957;1929.701666;5273.272592;3467.756696;2561.46768;4532.105277;3666.628726;8814.966169;4097.543667;6946.049916;2387.412772;7769.105576;5220.86381;4834.242712;10461.17715;2498.980253;4927.567779;4084.785625;250.2774236;12157.12217;4612.80343;2519.136221;5776.46756;4146.706498;20059.28064;11797.69125;9000.580346;10161.38277;3784.61183;23067.54121;2226.215872;23150.26859;32294.32631;3935.633906;32779.50002;7085.817381;10534.16347;4911.169374;7702.774499;3485.411306;3214.391724;2762.977585;8475.710979;18104.90267;293.4674599;11255.82594;3708.625689;2073.013493;9544.483133;8561.041857;3467.606705;19156.75064;17738.64963;11078.07414;2335.389192;4811.397007;9119.815064;20220.2149;4513.496666;642.7144245;4396.636245;6458.728906;23310.61904;8719.730973
5098.100103;2932.552741;8197.230548;11535.40649;14280.36744;1939.795628;5298.082155;3413.42637;2572.435324;4511.900504;3640.734072;8760.317345;4089.099079;6864.848374;2378.00102;7604.661498;5205.30509;4819.82508;10350.0171;2497.357514;4905.788523;4035.339461;243.47811;12059.37696;4594.351158;2476.313551;5759.911603;4065.331831;19914.95056;11701.37129;9060.027313;10078.58274;3699.541093;22737.18249;2210.136273;23026.11868;31973.81138;3896.494737;32410.8399;6997.617077;10527.47302;4547.238776;7394.250238;3386.695854;3190.477444;2722.613949;8386.348061;17992.24429;283.4114525;11127.03768;3690.622868;2052.200681;9510.430932;8495.656181;3425.991531;18865.02914;17468.50873;11001.05865;2284.287044;4794.61794;9006.848348;20021.90783;4479.686656;639.6699224;4371.584594;6403.013802;23135.2618;8598.576538
5079.525522;2918.089877;8132.82837;11472.78205;13997.5086;1951.282251;5312.485886;3363.45635;2595.272405;4492.740799;3614.229795;8698.743801;4082.925189;6785.890803;2371.282457;7446.600385;5184.452461;4800.505271;10245.25294;2493.598677;4886.624102;3982.743813;236.0394793;11960.12341;4572.496494;2425.856491;5735.73665;3982.624487;19784.00087;11617.11992;9079.916544;10007.27957;3636.488371;22429.49973;2193.226907;22889.05413;31672.61527;3858.832429;32045.87245;6905.838127;10525.6578;4216.323754;7120.626413;3308.556095;3167.813115;2686.385278;8297.488941;17868.73256;274.8160135;10996.48775;3674.024039;2029.035657;9482.416366;8429.532259;3384.294255;18573.73946;17198.76189;10925.62236;2233.384268;4777.053818;8882.288089;19767.05819;4445.545473;637.3376402;4341.818032;6359.47328;22992.31983;8486.243457
5064;2908;8072;11376;13788;1964;5316;3320;2632;4476;3588;8632;4080;6712;2368;7300;5158;4776;10152;2488;4872;3928;228;11864;4548;2368;5704;3900;19676;11552;9056;9952;3600;22156;2176;22744;31404;3824;31700;6812;10532;3928;6892;3256;3148;2656;8212;17740;268;10868;3660;2004;9464;8364;3344;18290;16936;10856;2184;4760;8748;19456;4412;636;4308;6332;22896;8388
5052.431814;2903.395065;8016.849539;11244.76884;13662.92919;1977.73974;5308.469905;3284.722956;2683.859302;4462.750506;3562.772144;8561.687677;4081.02803;6645.519013;2368.661819;7168.946948;5125.828092;4746.198567;10074.40738;2480.840941;4863.407091;3872.008018;219.408373;11774.78244;4521.59832;2303.400968;5664.913174;3818.647195;19598.34621;11511.38736;8985.669968;9916.218396;3593.193009;21925.42524;2158.888424;22595.19203;31178.6111;3793.0645;31385.63469;6717.560959;10549.07132;3689.516222;6715.900795;3232.665725;3132.310528;2632.755536;8132.239401;17610.85525;263.1957165;10744.86008;3649.476586;1977.581373;9457.850924;8300.168763;3306.334975;18020.07686;16686.02502;10795.58572;2137.214423;4744.493989;8606.044452;19090.73238;4379.778428;635.8768046;4270.795809;6323.683366;22856.84738;8308.265983
5044.816984;2903.799583;7967.35089;11082.93043;13617.10627;1992.101923;5291.057765;3257.33994;2748.97197;4452.858945;3538.6471;8488.797672;4085.619864;6586.871896;2372.837082;7053.563199;5088.562361;4711.680601;10012.75934;2472.333767;4860.597814;3815.262579;210.3542306;11692.79524;4493.93244;2234.403993;5619.304566;3738.848066;19549.75698;11493.90971;8872.88005;9899.199536;3613.46721;21735.45693;2142.007658;22444.10865;30996.62814;3765.949091;31103.22789;6623.73445;10576.6015;3498.813199;6589.589866;3236.712177;3120.701803;2616.305262;8058.532451;17482.81139;260.2892593;10628.20092;3642.39977;1950.291781;9463.072336;8238.265711;3271.489738;17766.82703;16451.48329;10744.41134;2093.151904;4730.54185;8459.260457;18679.91494;4348.814184;636.9373807;4230.878245;6334.399775;22870.7599;8248.067414
5040.923467;2908.341208;7922.945408;10895.36001;13641.27197;2006.639402;5265.254934;3237.077947;2824.679776;4445.890502;3515.569093;8414.168096;4093.1126;6536.002952;2379.860211;6952.979563;5047.014741;4673.198318;9966.373922;2462.673945;4862.889997;3758.157074;200.9374375;11617.50009;4465.619427;2163.775602;5568.156791;3660.657903;19526.77965;11496.50776;8723.224178;9899.155809;3656.793106;21581.01142;2125.393831;22291.53894;30855.61424;3742.290969;30850.24077;6531.672715;10613.60975;3351.504727;6507.761103;3264.928449;3112.802097;2605.891546;7990.696238;17356.5576;259.0801722;10518.61731;3638.470559;1922.649313;9477.87596;8178.297458;3239.395931;17532.25525;16234.23226;10701.66814;2051.697855;4717.891788;8310.681685;18233.87238;4318.842001;639.0884359;4188.921959;6363.222369;22929.97372;8207.581849
5040.519221;2916.147589;7883.07445;10686.93279;13726.16704;2020.905026;5232.552766;3223.163973;2908.324495;4441.410363;3493.482349;8338.637064;4102.843338;6492.856486;2389.065624;6866.326851;5001.997167;4631.503931;9934.569162;2452.056944;4869.601471;3701.084894;191.2578588;11548.35871;4437.27635;2094.28232;5512.452463;3584.131992;19525.96151;11516.12218;8542.296282;9914.299599;3719.141202;21457.00509;2109.083071;22138.27202;30753.13248;3721.727324;30624.13452;6442.527994;10659.11531;3243.204603;6465.108392;3314.103637;3108.239681;2600.756755;7928.547853;17232.78306;259.3679992;10416.70399;3637.389961;1895.172059;9500.473523;8120.270616;3209.985198;17318.36623;16036.12934;10666.54737;2012.737688;4706.292009;8163.341807;17762.92943;4289.596615;642.2366775;4145.601605;6409.224292;23026.72499;8186.986846
