S860;S840;S844;S848;S830a;S830b;S830c;S890;D802_806sb;D802_806rb;D802_806sc;D802_806rc;D808_810sb;D808_810rb;D818_820sa;D818_820ra;D820_822sa;D820_822ra;D816_824sb;D816_824rb;D824_826sb;D824_826rb;D824_828sc;D824_828rc;D828_830sa;D828_830ra;D854_856sb;D854_856rb;D832_858sa;D832_858ra;D832_858sb;D832_858rb;D832_858sc;D832_858rc;D858_864sb;D858_864rb;D858_834sa;D858_834ra;D858_834sb;D858_834rb;D858_834sc;D858_834rc;D834_860sa;D834_860ra;D834_860sb;D834_860rb;D834_860sc;D834_860rc;D860_836sa;D860_836ra;D860_836sb;D860_836rb;D860_836sc;D860_836rc;D836_840sa;D836_840ra;D836_840sb;D836_840rb;D862_838sb;D862_838rb;D842_844sa;D842_844ra;D844_846sb;D844_846rb;D844_846sc;D844_846rc;D846_848sb;D846_848rb
5452.908308;5237.28581;12659.71512;17008.19848;16671.90261;1438.992618;4536.849952;3358.705567;3270.550427;5530.005221;3630.761402;8907.025199;3123.526096;7237.688007;2884.606319;8094.48941;9645.082891;8930.945731;9293.113084;1025.31459;3213.889084;6777.418635;207.6780928;9570.879207;5031.807441;1933.368792;8202.197454;3503.806142;25735.42653;13772.3348;5649.824048;10561.13138;3709.345662;17904.08993;969.6148468;19364.25002;33668.08031;5302.45328;43637.56465;7653.510352;5455.297627;3530.043333;12120.89181;9634.747095;3714.187217;8397.924229;10353.47916;16742.60331;682.6527327;22356.1132;3465.20578;1578.513672;9055.689651;6956.377399;4462.772216;17706.03877;16395.08774;14111.57087;2954.09721;3217.964529;7454.812964;12034.65515;5808.724151;839.7727557;5444.982015;6476.502443;26978.74981;16237.322
5434.563611;5237.029596;12810.28651;16840.67724;16643.93584;1428.099396;4539.463173;3326.594319;3187.888103;5549.471817;3641.971369;9000.393232;3163.399947;7230.839232;2888.927728;8067.716559;9610.587515;8899.010669;9312.294154;1021.432792;3212.165622;6652.595946;209.2334854;9511.481312;5056.304084;1883.556839;8055.484438;3480.454681;25598.57727;13773.4612;5647.688007;10533.94806;3753.603025;17979.67323;939.6184678;19129.39558;33522.73938;5287.627712;43529.30962;7697.498721;5459.902524;3564.347748;12105.42556;9635.385485;3807.870181;8401.758829;10189.08092;16892.71599;698.6625471;22335.14701;3445.720386;1548.555426;9152.641931;7000.271279;4403.417739;17859.25188;16536.98087;14077.89786;2958.910553;3213.936104;7498.183403;11913.55421;5780.933738;812.624798;5441.569363;6452.452962;26853.87123;16277.41925
5419.347752;5236.51645;12950.06037;16694.74788;16596.17391;1416.543246;4544.520402;3298.76052;3106.986809;5609.824029;3662.03033;9068.747869;3203.746632;7222.466144;2895.375267;8041.3899;9561.552609;8853.614646;9332.075368;1015.872803;3214.045428;6538.271293;209.4638114;9450.595226;5072.952786;1840.190441;7929.438077;3449.248807;25471.86008;13772.00408;5640.592263;10524.57416;3781.985927;18033.08663;916.2089864;18929.15271;33393.01801;5264.576645;43411.34292;7731.112118;5464.205778;3613.914911;12100.96619;9634.471609;3905.915594;8404.024445;10047.1461;17017.93986;712.5810393;22329.28353;3424.135946;1523.477022;9241.393199;7022.682132;4360.575207;18034.87242;16699.6128;14048.50816;2964.944502;3211.86806;7534.006144;11812.38821;5745.175231;785.9338817;5438.829556;6416.593266;26750.67571;16322.41945
5408;5236;13076;16572;16520;1404;4552;3276;3028;5716;3692;9108;3244;7212;2904;8016;9495;8792;9352;1008;3220;6436;208;9388;5080;1804;7828;3408;25356;13768;5628;10536;3792;18056;900;18768;33280;5232;43286;7752;5468;3680;12108;9632;4008;8404;9932;17112;724;22340;3400;1504;9320;7020;4336;18234;16884;14024;2972;3212;7560;11732;5700;760;5436;6368;26672;16372
5401.028318;5235.67096;13185.84503;16473.71345;16409.2896;1390.225797;4561.839985;3258.866646;2951.041643;5871.192858;3732.529411;9115.306179;3283.629567;7198.928618;2914.735257;7991.901975;9408.846792;8712.238008;9371.710432;997.4082569;3230.299678;6346.961107;204.5726015;9323.745582;5076.181328;1775.583491;7753.846138;3355.194136;25251.35172;13761.481;5609.505219;10570.19756;3781.972864;18042.24287;891.3709812;18648.85427;33184.34303;5189.04326;43155.52218;7758.373634;5471.119638;3763.12132;12126.89144;9627.998292;4113.522614;8401.127234;9846.659266;17170.50938;732.6339582;22367.98941;3373.048502;1490.635333;9386.819855;6989.798379;4330.640056;18456.66624;17090.17061;14004.77929;2979.842124;3214.507257;7574.476601;11672.99755;5644.513102;735.1439366;5432.461443;6306.388866;26619.62387;16425.80101
5398.015443;5235.468404;13280.44017;16399.92895;16267.88733;1375.298001;4573.816995;3246.946584;2876.067731;6071.615667;3782.616875;9092.805612;3322.247524;7182.966078;2927.043422;7968.909135;9304.591213;8615.715697;9391.245484;984.6054293;3244.41017;6270.828525;199.3106516;9258.965497;5062.188974;1755.009195;7704.58963;3292.014661;25156.78845;13752.46119;5585.22518;10625.06566;3753.520105;17994.28332;889.764904;18568.38528;33105.00035;5136.634157;43021.77407;7750.691533;5473.566481;3860.849679;12157.51736;9622.62653;4220.773319;8395.499155;9788.906002;17196.63263;738.688396;22410.80773;3343.771055;1483.051736;9441.414172;6934.384588;4342.213557;18698.63077;17314.19942;13990.48284;2988.09247;3219.30809;7578.118857;11635.04942;5580.034356;711.7696384;5428.167997;6234.031781;26591.09928;16483.31324
5398.312803;5235.268498;13361.40646;16350.37746;16102.13014;1359.374283;4587.66732;3239.584001;2802.994768;6311.736476;3840.848028;9043.883168;3359.501729;7163.883021;2940.269147;7946.69934;9184.626775;8504.649029;9410.743088;970.3278688;3261.596023;6206.899882;192.442807;9195.064165;5039.204294;1742.212971;7676.577917;3220.319416;25070.81305;13740.95017;5555.407956;10697.48479;3709.0793;17916.74907;894.3906175;18521.70098;33040.49911;5076.145986;42886.52609;7729.974022;5475.384153;3970.019015;12199.63272;9616.077858;4327.764667;8387.371584;9755.213672;17195.42228;742.4915338;22465.22664;3312.845675;1480.707357;9483.645334;6857.2494;4367.631245;18954.58519;17551.17285;13980.55519;2996.336762;3226.25649;7572.202499;11617.58931;5508.437275;690.3018429;5423.217118;6153.839716;26582.92124;16543.9901
5401.27183;5234.947404;13430.3649;16324.78992;15918.35493;1342.612315;4603.127252;3236.123083;2731.739255;6586.023334;3905.8085;8971.923717;3395.04004;7141.450091;2953.757081;7924.950449;9051.346986;8381.253969;9430.341173;955.3119273;3281.121785;6154.472806;184.1977248;9133.446008;5008.408643;1737.130676;7666.15844;3141.966239;24991.92837;13726.95754;5520.301623;10784.33547;3651.088026;17814.26783;904.4569712;18503.90937;32989.36647;5008.952043;42751.54869;7697.241425;5476.616277;4087.463264;12252.99249;9608.545423;4432.509212;8377.000345;9742.055743;17171.93086;744.371592;22528.01786;3280.950377;1483.060346;9513.375722;6761.88359;4403.80386;19219.22113;17796.17736;13974.44087;3004.160725;3235.206447;7558.003256;11620.05092;5431.595369;671.1652879;5417.706258;6068.723643;26591.58478;16607.28503
5406.243953;5234.381288;13488.93651;16322.89729;15722.89865;1325.169766;4619.933082;3235.908015;2662.217695;6888.944291;3976.083927;8880.312129;3428.510317;7115.437929;2966.851873;7903.34032;8907.145357;8247.74648;9450.17767;940.2939562;3302.252005;6112.844925;174.8040617;9075.515445;4970.983377;1739.698167;7669.678641;3058.812971;24918.63726;13710.49291;5480.154255;10882.49821;3581.983859;17691.46732;919.1728142;18510.11841;32950.12958;4936.425621;42618.61231;7653.514067;5477.306478;4210.016361;12317.35162;9600.22237;4533.019504;8364.641261;9745.905679;17131.21092;744.6567908;22595.95309;3248.763177;1489.56885;9530.467717;6651.777931;4447.642145;19487.23022;18044.29939;13971.58442;3011.150084;3246.011951;7536.796858;11641.86794;5351.382147;654.7847108;5411.732872;5981.594531;26613.58489;16672.65144
5412.580601;5233.446313;13538.7423;16344.43051;15522.0982;1307.204309;4637.821104;3238.282982;2594.346591;7214.967394;4050.259942;8772.433272;3459.560416;7085.61718;2978.898174;7881.546814;8754.415397;8106.342525;9470.39051;926.0103075;3324.251232;6081.313867;164.4904747;9022.676898;4928.109849;1749.851302;7683.485961;2972.717451;24849.44257;13691.5659;5435.213925;10988.8535;3504.204377;17552.97525;937.7469959;18535.43609;32921.31558;4859.940017;42489.48737;7599.812272;5477.49838;4334.512244;12392.46509;9591.301847;4627.308096;8350.550155;9763.236946;17078.31498;743.6753508;22665.80403;3216.96209;1499.691019;9534.7837;6530.423199;4496.056841;19753.30406;18290.62537;13971.43036;3016.890565;3258.526994;7509.859037;11682.47409;5269.671123;641.5848493;5405.394414;5895.363354;26645.41659;16739.54275
5419.633204;5232.018644;13581.40328;16389.12054;15322.29053;1288.873614;4656.527608;3242.592173;2528.042443;7558.560693;4126.922177;8651.672018;3487.838198;7051.758484;2989.240633;7859.247788;8595.550616;7959.258069;9491.117623;913.1973327;3346.384012;6059.17726;153.4856206;8976.334785;4880.969417;1767.525938;7703.927841;2885.537519;24782.84716;13670.18609;5385.72871;11100.28186;3420.187156;17403.41934;959.3883655;18574.97039;32901.45164;4780.868524;42365.94432;7537.156365;5477.235606;4457.784848;12478.08785;9581.976997;4713.387539;8334.982849;9790.523009;17018.29558;741.7554922;22734.34237;3186.225133;1512.885002;9526.186054;6401.310166;4545.958691;20012.13428;18530.24175;13973.42324;3020.967893;3272.605564;7478.465521;11741.30304;5188.335805;631.9904409;5398.788339;5812.941081;26683.57488;16807.41239
5426.753193;5229.974444;13618.54048;16456.69833;15129.81256;1270.335351;4675.788885;3248.179771;2463.221755;7914.192236;4204.656266;8521.413235;3512.991519;7013.632486;2997.223901;7836.121103;8432.944524;7808.709076;9512.496939;902.5913835;3367.914895;6045.732732;142.0181563;8937.893528;4830.743435;1792.657934;7727.351722;2799.131015;24717.35387;13646.3631;5331.946682;11213.6638;3332.369772;17247.42732;983.3057722;18623.82927;32889.06489;4700.584438;42249.75358;7466.56667;5476.561782;4576.668109;12573.97486;9572.440969;4789.270387;8318.195168;9824.237333;16956.20526;739.2254354;22798.33983;3157.23032;1528.608946;9504.53716;6267.929608;4594.258435;20258.4125;18758.23496;13977.00759;3022.967792;3288.101654;7443.89204;11817.78851;5109.249704;626.4262234;5392.0121;5737.238683;26724.55478;16875.71378
5433.291996;5227.189879;13651.7749;16546.89484;14951.00121;1251.747193;4695.341228;3254.389963;2399.801029;8276.330074;4282.047842;8385.041793;3534.668239;6971.009828;3002.192627;7811.844617;8268.990631;7656.911507;9534.666389;894.9288117;3388.108429;6040.277911;130.3167388;8908.757547;4778.613257;1825.183147;7750.105047;2715.355778;24651.46556;13620.10654;5274.115917;11325.87981;3243.189804;17089.62689;1008.708065;18677.12071;32882.6825;4620.461054;42142.6856;7389.063511;5475.52053;4687.995965;12679.8811;9562.886906;4852.96919;8300.442934;9860.853384;16897.09654;736.4134008;22854.56809;3130.655668;1546.321002;9469.699399;6133.772298;4637.866816;20486.83033;18969.69146;13981.62795;3022.475988;3304.869253;7407.414325;11911.3642;5034.286332;625.3169341;5385.163152;5671.167133;26764.8513;16943.90034
5438.601045;5223.541112;13682.72756;16659.441;14792.1934;1233.266809;4714.920929;3260.566935;2337.696768;8639.442253;4357.682539;8245.942562;3552.516216;6923.661151;3003.491461;7786.09619;8106.082447;7506.081328;9557.763903;890.9459689;3406.229162;6042.110425;118.6100249;8890.331262;4725.760241;1865.037434;7768.535255;2636.069648;24583.68509;13591.42601;5212.484488;11433.81041;3155.084826;16934.64578;1034.804094;18729.95271;32880.83161;4541.871667;42046.51082;7305.667214;5474.155476;4788.60235;12795.56151;9553.507956;4902.496502;8281.981969;9896.844626;16846.02197;733.6476088;22899.79887;3107.179192;1565.479318;9421.535153;6002.32901;4673.694575;20692.07941;19159.69767;13986.72883;3019.078206;3322.762351;7370.308106;12021.4638;4965.3192;629.0873109;5378.338948;5617.6374;26800.95945;17011.4255
5442.031768;5218.904308;13713.01948;16794.06777;14659.72607;1215.051872;4734.264278;3266.054873;2276.825472;8997.996824;4430.14599;8107.500411;3566.183309;6871.3571;3000.465053;7758.55368;7946.613481;7358.434502;9581.927412;891.3792069;3421.541642;6050.527902;107.1266714;8884.019095;4673.36574;1912.156652;7778.989788;2563.130466;24512.5153;13560.33111;5147.300471;11534.33611;3070.492417;16787.11169;1060.802708;18777.43322;32882.03938;4466.189571;41962.99966;7217.398102;5472.510242;4875.321203;12920.77107;9544.497265;4935.864873;8263.068098;9928.684525;16808.03408;731.2562797;22930.80386;3087.478908;1585.542042;9359.906804;5877.090519;4698.652453;20868.85133;19323.34005;13991.75479;3012.36017;3341.634939;7333.849113;12147.52102;4904.221817;638.1620912;5371.636944;5579.560457;26829.37424;17077.74267
5442.935595;5213.155631;13744.27167;16950.50611;14559.93614;1197.260051;4753.107569;3270.197962;2217.103646;9346.461836;4498.023829;7973.10021;3575.317375;6813.868317;2992.458054;7728.894947;7792.977244;7216.186993;9607.294845;896.9648772;3433.310418;6064.82797;96.09533529;8891.225464;4622.61111;1966.476661;7777.816088;2498.39607;24436.45904;13526.83146;5078.811939;11624.33741;2991.850153;16651.65235;1085.912757;18814.67022;32884.83295;4394.788061;41893.92256;7125.2765;5470.628454;4944.986457;13055.26474;9536.047978;4951.086857;8243.957142;9952.846547;16788.1854;729.5676339;22944.35477;3072.232831;1605.967323;9284.676732;5761.547598;4709.651193;21011.83774;19455.70503;13996.15035;3001.907607;3361.341008;7299.313076;12288.96955;4852.867695;652.9660127;5365.154593;5559.847275;26846.59068;17142.30529
5440.663956;5206.171244;13778.10514;17128.48696;14499.16053;1180.049018;4771.187091;3272.340389;2158.44779;9679.305336;4559.901687;7846.126828;3579.566273;6750.965444;2978.815111;7696.79785;7647.567245;7081.554764;9634.004134;908.4393318;3440.800037;6084.308257;85.74467343;8913.354791;4574.677707;2027.933317;7761.361596;2443.724301;24354.01917;13490.93665;5007.266967;11700.69482;2921.595611;16532.89548;1109.343089;18836.77171;32887.73947;4329.040433;41841.04996;7030.322733;5468.553735;4994.432051;13198.79747;9528.35324;4946.175004;8224.904925;9965.804157;16791.52847;728.9098918;22937.22329;3062.118977;1626.213311;9195.70732;5659.191022;4703.601537;21115.73024;19551.87905;13999.36005;2987.306241;3381.734547;7267.975725;12445.24309;4813.130344;673.9238129;5358.989349;5561.408823;26849.10378;17204.56676
5434.568281;5197.827312;13816.14091;17327.74127;14483.73618;1163.576444;4788.239138;3271.82634;2100.774407;9990.995375;4614.3652;7729.965134;3578.577862;6682.419124;2958.880877;7661.940248;7512.776993;6956.753778;9662.193209;926.5389221;3443.275048;6108.266391;76.30334271;8951.811496;4530.746885;2096.462477;7725.973753;2400.972997;24263.69854;13452.6563;4932.913629;11760.28885;2862.166368;16435.46879;1130.302553;18838.84564;32889.28611;4270.319981;41806.15229;6933.557125;5466.329709;5020.49192;13351.12424;9521.606199;4919.141868;8206.16727;9964.030819;16823.11583;729.6112737;22906.18114;3057.815361;1645.738154;9092.860949;5573.511565;4677.414225;21175.22045;19606.94856;14000.82842;2968.141797;3402.669548;7241.112789;12615.77534;4786.883276;701.4602295;5353.238667;5587.156075;26833.40855;17263.98053
5424;5188;13860;17548;14520;1148;4804;3268;2044;10276;4660;7628;3572;6608;2932;7624;7391;6844;9692;952;3440;6136;68;9008;4492;2172;7668;2372;24164;13412;4856;11800;2816;16364;1148;18816;32888;4220;41791;6836;5464;5020;13512;9516;4868;8188;9944;16888;732;22848;3060;1664;8976;5508;4628;21185;19616;14000;2944;3424;7220;12800;4776;736;5348;5640;26796;17320
5408.534621;5176.703434;13910.83557;17788.70566;14611.9471;1133.437918;4818.257481;3260.531725;1988.277076;10529.84827;4695.721407;7542.784347;3559.758133;6527.762266;2897.807041;7582.902099;7284.034064;6744.957922;9723.412209;985.2312093;3430.509437;6166.781987;61.01248883;9082.711493;4459.365906;2254.227387;7584.976417;2358.136294;24054.15733;13369.16357;4777.160598;11817.64138;2784.866647;16321.81852;1162.119526;18764.6665;32882.90986;4179.052275;41796.53594;6738.619689;5461.576814;4990.881344;13680.61308;9511.649523;4791.696957;8170.621635;9903.362469;16989.70446;736.3007349;22760.61799;3069.117305;1680.569026;8845.519076;5465.235932;4553.420755;21141.66044;19575.87851;13996.4348;2914.677869;3445.495709;7205.577436;12996.70563;4781.687245;777.9194708;5343.368098;5721.717431;26734.73792;17372.03673
5388.643965;5164.503591;13967.92942;18048.14706;14754.20531;1119.850676;4831.005429;3250.396552;1934.702163;10752.31328;4721.763489;7473.543309;3542.888058;6442.894322;2857.096203;7539.560074;7191.294142;6659.086155;9755.816626;1025.330363;3415.417893;6199.786352;55.31539926;9174.284249;4432.763454;2341.80872;7479.193639;2358.605449;23936.32804;13325.08761;4698.575719;11814.75652;2767.866697;16307.06058;1174.246223;18686.5718;32875.05063;4146.842548;41820.39269;6642.176542;5458.946684;4935.425468;13853.88528;9508.356585;4692.920314;8154.101485;9844.478215;17125.63639;742.323918;22646.63888;3084.677277;1695.463514;8703.94166;5444.154282;4456.342994;21049.39307;19490.46403;13990.15478;2880.817598;3466.589741;7197.442572;13202.10017;4802.484605;827.401423;5339.426887;5829.548642;26652.94119;17419.33481
5365.023934;5152.104411;14030.09549;18324.32453;14939.06061;1107.159314;4842.289205;3238.895684;1884.607794;10944.22914;4738.689999;7418.670073;3522.703158;6354.868119;2810.9516;7495.134588;7111.599483;6585.291839;9788.449811;1071.067565;3395.609899;6234.162372;50.83250799;9280.443311;4411.858993;2433.153723;7354.130939;2372.104178;23813.40055;13280.89893;4622.8121;11793.82152;2763.433102;16316.56408;1186.440429;18584.76629;32865.95881;4122.335054;41859.37524;6547.378917;5455.964724;4857.013006;14028.17176;9505.844736;4575.292649;8138.471555;9770.884534;17291.67393;749.7764325;22509.83282;3105.956312;1708.813774;8554.323456;5442.778803;4340.58437;20914.28913;19365.39522;13981.29737;2843.272674;3486.630975;7194.857232;13411.74645;4836.264891;884.5802465;5336.25759;5959.599769;26555.29349;17461.09645
5338.370428;5140.209833;14096.14775;18615.23846;15158.799;1095.284871;4852.154167;3227.330329;1839.326504;11106.42995;4747.064692;7376.557828;3500.51682;6265.155611;2760.457345;7450.786303;7043.769333;6522.482112;9820.548324;1121.212921;3371.969985;6269.059322;47.48759173;9398.913725;4396.318872;2526.672121;7213.267589;2397.329198;23688.2633;13237.72433;4552.436481;11757.31253;2769.998815;16347.16694;1200.762483;18462.30037;32857.17089;4104.494024;41910.28861;6454.93517;5452.486047;4759.02459;14199.82766;9503.837527;4442.436544;8123.763853;9686.118718;17483.69521;758.3651618;22353.96999;3132.230807;1720.750117;8399.72017;5459.133247;4209.962539;20742.43986;19206.31072;13970.00002;2802.896584;3504.968292;7197.083241;13621.20727;4880.900916;949.5903311;5333.941428;6107.976947;26446.47849;17496.52387
5309.379347;5129.523798;14164.90013;18918.88919;15405.70647;1084.148388;4860.645676;3217.001692;1800.190824;11239.74983;4747.451321;7345.599759;3477.642426;6175.228748;2706.697551;7407.675883;6986.622939;6469.564115;9851.348726;1174.536537;3345.382682;6303.626477;45.20442717;9527.420533;4385.809442;2620.77364;7060.082864;2432.977223;23563.80471;13196.69063;4490.015601;11707.70565;2785.996785;16395.70707;1219.272725;18322.22442;32850.22338;4092.283692;41969.9378;6365.553659;5448.365769;4644.840852;14365.20815;9502.058509;4297.974577;8110.010385;9593.718062;17697.57835;767.7969893;22182.82055;3162.777157;1731.402853;8243.187505;5491.241364;4068.295156;20539.93649;19018.8492;13956.40016;2760.542815;3520.950572;7203.382421;13826.04545;4934.26549;1022.566067;5332.559623;6270.786312;26331.17984;17524.81927
5278.746591;5120.750245;14235.16659;19233.27708;15672.06903;1073.670903;4867.809091;3209.210977;1768.53329;11345.02286;4740.413641;7324.189055;3455.393361;6086.559482;2650.756333;7366.963989;6938.97955;6425.444987;9880.087579;1229.808515;3316.732521;6337.013114;43.90679103;9663.688779;4379.997052;2713.868005;6898.056035;2477.744967;23442.91321;13158.92462;4438.116199;11647.47701;2809.859964;16459.0224;1244.031492;18167.58883;32846.65276;4084.668291;42035.1278;6279.94274;5443.459003;4517.842425;14520.66838;9500.231233;4145.529328;8097.243157;9497.21986;17929.20147;777.7787984;22000.15468;3196.871761;1740.902291;8087.781167;5537.126907;3919.399875;20312.87027;18808.64928;13940.63524;2717.064855;3533.926695;7213.016599;14021.82379;4994.231426;1103.641843;5332.193396;6444.133998;26214.08123;17545.18488
5247.168061;5114.593113;14305.76108;19556.40251;15950.17266;1063.773456;4873.689773;3205.259391;1745.686433;11423.08317;4726.515405;7310.718902;3435.083009;6000.619765;2593.717804;7329.811285;6899.658411;6389.031869;9906.001441;1285.798963;3286.904032;6368.368509;43.51845999;9805.443509;4378.54805;2804.36494;6730.666377;2530.329146;23328.47724;13125.55311;4399.305013;11579.10272;2840.021305;16533.95084;1277.099125;18001.44401;32847.99555;4080.612054;42102.66363;6198.81077;5437.620863;4381.409943;14662.56352;9498.07925;3988.723376;8085.494176;9400.161406;18174.44271;788.0174722;21809.74254;3233.791013;1749.378742;7936.556858;5594.813628;3767.094351;20067.33243;18581.34964;13922.84267;2673.316191;3543.245542;7225.247596;14204.1051;5058.671534;1192.952051;5332.92397;6624.126142;26099.8663;17556.82291
5215.339657;5111.756343;14375.49755;19886.26581;16232.30337;1054.377086;4878.333081;3206.448139;1732.982788;11474.76485;4706.320368;7303.582488;3418.024755;5918.881548;2536.666077;7297.378433;6867.47877;6359.231899;9928.326875;1341.277984;3256.781746;6396.841936;43.96321077;9950.409765;4381.128788;2890.674172;6561.393161;2589.426475;23223.38522;13097.70292;4376.148783;11505.05892;2874.913758;16617.3303;1320.535961;17826.84035;32855.78823;4079.079213;42169.35027;6122.866106;5430.706464;4238.924037;14787.24871;9495.326109;3831.179301;8074.795448;9306.079994;18429.18019;798.2198943;21615.3543;3272.811312;1756.962515;7792.570284;5662.325278;3615.19624;19809.41421;18342.58891;13903.15992;2630.15031;3548.255993;7239.337238;14368.4522;5125.458627;1290.631078;5334.832567;6806.868879;25993.21874;17558.93557
5183.95728;5112.943873;14443.18995;20220.86737;16510.74714;1045.402834;4881.784376;3214.078427;1731.754888;11500.90201;4680.392283;7301.173;3405.531984;5842.816785;2480.685267;7270.826096;6841.259875;6334.952217;9946.300441;1395.015683;3227.250194;6421.582671;45.16482007;10096.31259;4387.405614;2971.205425;6393.715662;2653.733667;23130.52559;13076.50084;4371.214248;11427.82172;2912.970275;16705.99869;1376.402341;17646.82823;32871.56731;4079.034002;42231.99274;6052.817105;5422.57092;4093.765341;14891.07912;9491.695363;3676.519682;8065.178981;9218.512919;18689.29204;808.092948;21420.76013;3313.209053;1763.783921;7658.877149;5737.685609;3467.523195;19545.20684;18098.00574;13881.72441;2588.420699;3548.306928;7254.547349;14510.4279;5192.465515;1396.813317;5338.000408;6988.468343;25898.82221;17550.72509
5153.71683;5118.859645;14507.65222;20558.20753;16777.78998;1036.771739;4884.089016;3229.45146;1743.335266;11502.32876;4649.294905;7301.883625;3398.918078;5773.897425;2426.859486;7251.314936;6819.820972;6315.099963;9959.158699;1445.782166;3199.193906;6441.739991;47.04706458;10240.87703;4397.044878;3044.368425;6231.113152;2721.947439;23052.78678;13063.07369;4387.068146;11349.86725;2952.623807;16796.79394;1446.758602;17464.45805;32896.86928;4079.440653;42287.39604;5989.372123;5413.069345;3949.314488;14970.40991;9486.910561;3528.367098;8056.67678;9140.997474;18950.65638;817.3435165;21229.7302;3354.260633;1769.973269;7538.533157;5818.918373;3327.892872;19280.80157;17853.23879;13858.67358;2548.980846;3542.747227;7270.139752;14625.595;5257.565011;1511.633156;5342.508714;7165.030671;25821.36037;17531.39366
5125.314207;5130.207596;14567.69832;20896.28665;17025.71788;1028.40484;4885.292362;3253.868445;1769.056456;11479.8792;4613.591987;7304.10755;3399.496424;5713.595421;2376.272848;7240.005617;6801.981309;6298.582277;9966.138211;1492.347537;3173.497412;6456.46317;49.53372102;10381.82813;4409.712929;3108.572896;6077.064905;2792.764504;22993.05721;13058.54826;4426.277216;11273.67162;2992.307306;16886.55395;1533.665084;17282.7802;32933.23065;4079.2634;42332.36516;5933.239518;5402.056853;3808.952109;15021.59624;9480.695255;3390.34413;8049.320852;9077.070954;19209.15135;825.6784833;21046.03467;3395.242449;1775.66087;7434.594013;5904.047322;3200.122925;19022.28964;17613.92671;13834.14487;2512.684238;3530.925771;7285.376272;14709.51632;5318.629925;1635.224985;5348.438709;7332.661998;25765.5169;17500.14351
5099.445313;5147.691668;14622.1422;21233.1051;17246.81684;1020.223177;4885.439773;3288.630585;1810.250991;11434.38744;4573.847284;7306.237963;3408.580404;5663.382725;2330.009467;7238.058802;6786.560133;6284.306298;9966.475536;1533.481901;3151.045244;6464.901485;52.54856608;10516.89094;4425.076118;3162.228564;5935.050192;2864.881578;22954.22532;13064.05138;4491.408198;11201.71096;3030.453724;16972.11665;1639.182126;17104.84508;32982.18791;4077.466475;42363.70512;5885.127647;5389.388558;3676.058838;15040.99325;9472.772995;3266.073357;8043.143203;9030.270652;19460.65507;832.8047317;20873.44372;3435.430897;1780.977034;7350.11542;5991.096207;3088.03101;18775.76228;17385.70813;13808.27572;2480.384362;3512.19144;7299.518733;14757.75467;5373.53307;1767.723194;5355.871613;7487.468458;25735.97546;17456.17686
5076.806046;5172.015799;14669.7978;21566.66324;17433.37285;1012.14779;4884.57661;3335.039087;1868.251404;11366.68758;4530.624549;7306.668051;3427.483404;5624.731288;2289.153456;7246.635152;6772.376692;6271.179165;9959.407235;1567.955363;3132.721933;6466.204211;56.01537646;10643.79049;4442.800793;3203.745154;5808.548289;2936.995375;22939.17953;13080.70983;4585.02783;11136.46139;3065.496011;17050.31995;1765.370067;16933.70308;33045.27755;4073.014111;42378.22091;5845.744865;5374.919575;3554.015308;15024.95611;9462.867332;3159.177358;8038.175841;9004.133863;19701.04567;838.4291451;20715.72751;3474.102374;1786.05207;7288.153085;6078.088781;2995.434781;18547.31072;17174.22173;13781.20357;2452.934706;3485.893115;7311.828958;14765.87286;5420.147256;1909.262173;5364.888648;7625.556189;25737.41972;17398.69591
5058.092309;5203.88393;14709.47909;21894.96142;17577.6719;1004.099718;4882.748233;3394.395157;1944.39023;11277.61373;4484.487536;7303.791001;3457.518808;5599.113063;2254.788929;7266.89533;6758.250231;6258.10802;9944.16987;1594.538027;3119.412008;6459.520624;59.85792886;10760.25183;4462.553304;3231.532391;5701.038467;3007.802611;22950.80828;13109.65044;4709.702851;11080.39903;3095.867119;17118.00176;1914.289245;16772.40459;33124.03608;4064.870542;42372.71754;5815.799531;5358.505017;3446.202151;14969.83997;9450.701817;3073.278712;8034.450771;9002.197881;19926.20127;842.2586067;20576.65621;3510.533276;1791.016289;7251.76271;6163.048795;2926.151892;18343.02622;16985.10613;13753.06585;2431.188756;3451.379674;7321.568773;14729.4337;5456.345296;2059.976311;5375.571037;7743.031324;25774.53334;17326.90289
5044;5244;14740;22216;17672;996;4880;3468;2040;11168;4436;7296;3500;5588;2228;7300;6743;6244;9920;1612;3112;6444;64;10864;4484;3244;5616;3076;22992;13152;4868;11036;3120;17172;2088;16624;33220;4052;42344;5796;5340;3356;14872;9436;3012;8032;9028;20132;844;20460;3544;1796;7244;6244;2884;18169;16824;13724;2416;3408;7328;14644;5480;2220;5388;7836;25852;17240
